,w,tc,stc,2010_7,2010,2013_7,2013,2016_7,2016,2010,2011,2012,2013,2014,2015,2006,2007,2008
1278,toxic,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,trichodesmium,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,dust_simul,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,eta,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,wrf_nmm,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,high_perform_comput,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,place_attach,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,natur_disast_prepared,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,emot_connect_to_place,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,"orissa_,_india",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,neural_network_model,59,31,31,0,31,31,31,31,0,0,0,0,0,0,31,31,31
1289,landslid_hazard,5,5,5,0,5,5,5,5,0,0,0,0,0,0,5,5,5
1290,qualit_hazard,5,5,5,0,5,5,5,5,0,0,0,0,0,0,5,5,5
1291,statist_hazard,5,5,5,0,5,5,5,5,0,0,0,0,0,0,5,5,5
1292,tunami_n2_model,43,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1293,mike_21,43,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1294,gloss/srtm_data,43,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1295,orissa,43,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1296,eros_hazard_area,43,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1297,river,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,uvira,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,critic_facil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,ecolog,83,2,2,0,2,2,2,2,0,0,0,0,0,0,2,2,2
1301,societi,83,2,2,0,2,2,2,2,0,0,0,0,0,0,2,2,2
1302,social,83,2,2,0,2,2,2,2,0,0,0,0,0,0,2,2,2
1303,ecolog_system,83,2,2,0,2,2,2,2,0,0,0,0,0,0,2,2,2
1304,geograph_perspect,83,2,2,0,2,2,2,2,0,0,0,0,0,0,2,2,2
1305,cluster_map,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,heat_rel_ill,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,vulner_index,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,new_orlean,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,geograph_inform_systems_bas_index,30,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1310,wave_induc_eros,30,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
1311,aid_agenc,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,oper_manag,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,water_suppli,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,supplement_secur_incom_ssi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,katrina,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,rita,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,administr_data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,welfar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,well_b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,hazard_manag,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,geoagent,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,knowledg_represent,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,decis_support,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,water_qualiti,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,rbf_and_idw_algorithm,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,lake_kastoria,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,western_macedonia_greec,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,sampl_point,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,sustain_manag,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,heavi_rainfal,7,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1331,portofino_park,7,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1332,socio_natur,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,delta,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,california,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,scale,44,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1336,water_govern,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,probabilist_model,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,snowmelt,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,land_us,20,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1340,landslid_map,19,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1341,webgi,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,alov,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,earthquak_scenario,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,instabl_process,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,histor_research,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,gis_tool,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,transnat_research,37,0,6,6,6,6,0,6,0,0,0,0,0,0,6,6,6
1348,unit_states_mexico_border,37,0,6,6,6,6,0,6,0,0,0,0,0,0,6,6,6
1349,littor,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,sustain_tourism,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1351,ecolog_tourism,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1352,conservation_us,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1353,savsat_district,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1354,grassland_fire_disast,10,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1355,grassland_fire_disast_risk,10,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1356,western_jilin_provinc,10,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1357,disast_manag_system,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,disast_inform_system,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,extrem,216,0,2,2,2,2,0,2,0,0,0,0,0,0,2,2,1
1360,atlas,212,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1361,region_analysi,212,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1362,istanbul,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,spatial_evalu,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,wildland_urban_interfac,13,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1365,wildfir_potenti_map,13,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1366,hazard_educ,3,0,3,3,3,3,0,3,0,0,0,0,0,0,3,3,3
1367,hazard_geographi,3,0,3,3,3,3,0,3,0,0,0,0,0,0,3,3,3
1368,teach,3,0,3,3,3,3,0,3,0,0,0,0,0,0,3,3,3
1369,eu_flood_direct,6,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1370,watersh_model_system_wms,6,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1371,hec_ra_hydrolog_engin_center_river_analysi_system,6,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1372,flood_hazard_map,6,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1373,vulner_of_societi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,behaviour_geographi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,ecolog_disast,12,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1376,natur_disast_risk,12,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1377,ecolog_disast_risk_index,12,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1378,jilin_provinc,12,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
1379,cliff_failur,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,clip_stage,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,prognost_valu,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,surviv,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,built_environ,54,0,3,3,3,3,0,3,0,0,0,0,0,0,3,3,0
1384,chemic_process_accid,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,mathemat_model,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,visual_basic,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,morpholog,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,estuari,71,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1389,beach_profil,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,land_use\land_cover_chang,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,landsat_imageri,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,rize,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,karakoram,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,environment_factor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,satellit_communic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,system_engin,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,saltwat_intrus,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,coastal_plain,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,land_degrad,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,shandong_provinc,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,sensit_analys,77,0,5,5,5,5,0,5,0,0,0,0,0,0,5,5,0
1402,social_disadvantag,11,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1403,canada,11,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1404,relief,21,0,3,3,3,3,0,3,0,0,0,0,0,0,3,3,0
1405,slope,21,0,3,3,3,3,0,3,0,0,0,0,0,0,3,3,0
1406,sand_drift,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,soil,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,veget,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,ground_instabl,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,dinsar,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,likelihood_frequenc_ratio,121,0,6,6,6,6,0,6,0,0,0,0,0,0,6,6,0
1412,multicriteria_decis_analysi,121,0,6,6,6,6,0,6,0,0,0,0,0,0,6,6,0
1413,findik_turkey,121,0,6,6,6,6,0,6,0,0,0,0,0,0,6,6,0
1414,submers,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,integr_coastal_zone_manag,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,nord_pas_de_calai,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,consequ_assess,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,consequ_manag,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,unstructur_adapt_grid,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,numer_weather_predict,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,high_impact_weather_forecast,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,natur_phenomena,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,precari_build,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,basic_habit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,central_america,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,the_caribbean,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,induct_and_deduct_reason,31,0,2,2,2,2,0,2,0,0,0,0,0,0,2,2,0
1428,settlement_suitabl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,specif_activ,23,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1430,pumic,23,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1431,gamma_spectrometri,23,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1432,radium_equival,23,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1433,activ_index,23,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1434,indoor_absorb_dose_rate,23,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1435,effect_dose_rate,23,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1436,feder_disast_polici,4,0,5,5,5,5,0,5,0,0,0,0,0,0,5,5,0
1437,presidenti_disast_declar,4,0,5,5,5,5,0,5,0,0,0,0,0,0,5,5,0
1438,air_pollut,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,bioindic,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,chemometr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,gdansk_citi,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,krige_map,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,moss,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,sphagnum_palustr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,abandon_grassland,8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1446,domin,8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1447,habitat_satur,8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1448,invas_success,8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1449,invas_alien_speci,8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1450,coastal_engin,4,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1451,data_analysi,4,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1452,riverin,4,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1453,statist,11,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1454,fire_hazard,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,chang_analysi,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,hurrican_katrina_damag,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,abandon_and_intensif,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,endang_speci,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,eu_polici,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,habitat_manag,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,industri_agricultur,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,lepidoptera,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,natur_forest,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,natur_conserv,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,semi_natur_habitat,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,steppic_grassland,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,satellit_remot_sens,100,0,4,4,4,4,0,4,0,0,0,0,0,0,4,0,0
1468,activ_sensor,31,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
1469,passiv_sensor,31,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
1470,function_model,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,requir_model,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,design,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,three_dimension,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,time_spac_distribut,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,geostatist,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,radionuclid,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,land_manag,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,engin_geolog,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,interferometr_synthet_apertur_radar_insar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,observ_system_simul_experi_oss,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,seismic_hazard_analysi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,landslid_suscept_ls,37,0,2,2,2,2,0,2,0,0,0,0,0,0,2,0,0
1483,real_tim_precipit_analysi,37,0,2,2,2,2,0,2,0,0,0,0,0,0,2,0,0
1484,periurbanis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,diachron_evolut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,hazard_awar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,community_link_research,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,cyberinfrastructur,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,grid,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,health_dispar,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,integr_research,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,telesci,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,cost_effect_analysi,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,cost_benefit_analysi,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,risk_analysi,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,avalanch,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,frequency_area_statist,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,chi_chi_earthquak,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,self_organ_critic,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,fluvial_hazard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,urban_environ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,roman_antiqu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,indoor_air_pollut,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,particul,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,cost_effect,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,evalu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,monitor_and_environment_manag_method,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,environment_plan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,unesco_world_heritag,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,uncertainti_principl,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,climatolog,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,fujita_scale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,nation_geographi_standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,socio_demograph_vulner,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1515,popul_and_environ,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1516,space,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1517,lifelin_behavior,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,local_polici,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,wind_storm,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,hail,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,claim,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,radar,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,cappi,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,econom_adjust,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,knowledg_domain,142,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1526,co_authorship_network,142,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1527,citat,142,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1528,public,142,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1529,light_weight_aggreg,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,clay,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,sludg,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,fluorin,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,stabil,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,flood_manag_strategi,9,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1535,foot_and_mouth_diseas,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,new_public_health,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,participatori_methodolog,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,citizen_panel,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,england_and_wale,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,emerg_cost,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,econom_assess,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,fuzzi_set_theori,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,decision_mak,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,cyclon_mitig_and_manag,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,meghna_estuari,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,sandwip_and_hatia_island,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,volcano,18,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1548,ecoton,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,econom_crisi,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,nonlinear,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,java,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,ecolog_restor,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,fire_manag,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,fuel_manag,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,lightn,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,oak_forest,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,surviv_or_failur_analysi,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,mass_movement_mm,18,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1559,mediterranean_region,18,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1560,bivari_statist_correl,18,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1561,car_model,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,bayesian_hierarch_model,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,kernel_smooth,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,spatial_misalign_data,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,voronoi_tessel,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,istanbul_turkey,10,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0
1567,type,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,morain,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,highway,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,tibet,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,planning_support_system,9,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1572,cartago,9,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1573,costa_rica,9,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1574,arcgi,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,lesa,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,prime_agricultur_land,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,spatial_decis_support_system,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,nicaragua,22,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1579,hurrican_mitch,22,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1580,glacier_retreat,82,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1581,glacier_hazard,82,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1582,local_peopl,82,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1583,cordillera_blanca,82,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1584,geo_referenc,28,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1585,cred,28,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1586,em_dat,28,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1587,road,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,zonguldak,48,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0
1589,anthropolog,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,cultur,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,sociolog,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,protocol,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,bioassay,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
